title,author,abstract,url,pages,doi,bibkey
Evaluation of new methods for drought estimation in the Canadian Forest Fire Danger Rating System,"Chelene C. Hanes, Mike Wotton, Laura Bourgeau‐Chavez, Douglas G. Woolford, Stéphane Bélair, David L. Martell, Mike D. Flannigan, Chelene C. Hanes, Mike Wotton, Laura Bourgeau‐Chavez, Douglas G. Woolford, Stéphane Bélair, David L. Martell, Mike D. Flannigan, ","Background Canadian fire management agencies track drought conditions using the Drought Code (DC) in the Canadian Forest Fire Danger Rating System. The DC represents deep organic layer moisture.Aims To determine if electronic soil moisture probes and land surface model estimates of soil moisture content can be used to supplement and/or improve our understanding of drought in fire danger rating.Methods We carried out field studies in the provinces of Alberta and Ontario. We installed in situ soil moisture probes at two different depths in seven forest plots, from the surface through the organic layers, and in some cases into the mineral soil.Results Our results indicated that the simple DC model predicted the moisture content of the deeper organic layers (10–18 cm depths) well, even compared with the more sophisticated land surface model.Conclusions Electronic moisture probes can be used to supplement the DC. Land surface model estimates of moisture content consistently underpredicted organic layer moisture content.Implications Calibration and validation of the land surface model to organic soils in addition to mineral soils is necessary for future use in fire danger prediction.",G23-29001,,10.1071/wf22112,Hanes-Wotton-2023-Evaluation-of
Crop water use efficiency from eddy covariance methods in cold water-limited regions,"Phillip Harder, Warren Helgason, Bruce Johnson, John W. Pomeroy, ","Crop–water interactions define productivity in water-limited dryland agricultural production systems in cold regions. Despite the agronomic and economic importance of this relationship there are challenges in quantifying crop water use efficiency (WUE). To understand dynamics driving crop water use and agricultural productivity in these environments, observations of evapotranspiration, carbon assimilation, meteorology, and crop growth were collected over 17 site-years at 5 agricultural sites in the sub-humid continental Canadian Prairies. Eddy-covariance (EC) derived water and carbon fluxes provided a means to comprehensively assess the WUE of current agricultural practices by both physiological (WUEP: g C kg−1 H2O) and agronomic (WUEY): kg yield mm H2O−1 hectare−1) approaches. Mean field scale WUEY for grain yields were 10.4 (Barley), 10.2 (Wheat), 6.0 (Canola), 19.3 (Peas), 12.2 (Lentils) and for silage/forage crops were 23.0 (Barley), 11.9 (Forage), and 20.7 (Corn) (kg yield mm H2O−1 hectare−1). An assessment of environmental factors and their covariance with WUE, utilising a conditional inference tree approach, demonstrated that WUE decreased when crops were under greater evapotranspiration demands. EC-based areal WUE approaches, measuring fluxes over footprints of hundreds of square metres, were compared with more commonly reported point-scale water balance residual approaches (WUEWB) and demonstrated consistently smaller magnitudes. WUEWB was greater than EC-estimated WUEY by an average of 52% and 65% for grain and forage/silage crops respectively. WUEWB also had greater variability than EC estimates, with standard deviations 188% and 128% greater than Barley and Wheat crops, respectively. This comparison highlights the scale dependency of WUE estimation methods, demonstrates considerable uncertainty in point scale water balance approaches due to spatial variability in crop–water interactions, and shows how this variability can be accounted for by EC observations. This improves the understanding of WUE and quantifies its variability in cold continental water-limited climates and provides a means to diagnose improved agricultural water management.",G23-33001,109657,10.1016/j.agrformet.2023.109657,Harder-2023-Crop
Improving sub-canopy snow depth mapping with unmanned aerial vehicles: lidar versus structure-from-motion techniques,"Phillip Harder, John W. Pomeroy, Warren Helgason, Phillip Harder, John W. Pomeroy, Warren Helgason, ","Abstract. Vegetation has a tremendous influence on snow processes and snowpack dynamics, yet remote sensing techniques to resolve the spatial variability of sub-canopy snow depth are not always available and are difficult from space-based platforms. Unmanned aerial vehicles (UAVs) have had recent widespread application to capture high-resolution information on snow processes and are herein applied to the sub-canopy snow depth challenge. Previous demonstrations of snow depth mapping with UAV structure from motion (SfM) and airborne lidar have focussed on non-vegetated surfaces or reported large errors in the presence of vegetation. In contrast, UAV-lidar systems have high-density point clouds and measure returns from a wide range of scan angles, increasing the likelihood of successfully sensing the sub-canopy snow depth. The effectiveness of UAV lidar and UAV SfM in mapping snow depth in both open and forested terrain was tested in a 2019 field campaign at the Canadian Rockies Hydrological Observatory, Alberta, and at Canadian prairie sites near Saskatoon, Saskatchewan, Canada. Only UAV lidar could successfully measure the sub-canopy snow surface with reliable sub-canopy point coverage and consistent error metrics (root mean square error (RMSE) <0.17 m and bias −0.03 to −0.13 m). Relative to UAV lidar, UAV SfM did not consistently sense the sub-canopy snow surface, the interpolation needed to account for point cloud gaps introduced interpolation artefacts, and error metrics demonstrated relatively large variability (RMSE<0.33 m and bias 0.08 to −0.14 m). With the demonstration of sub-canopy snow depth mapping capabilities, a number of early applications are presented to showcase the ability of UAV lidar to effectively quantify the many multiscale snow processes defining snowpack dynamics in mountain and prairie environments.",G23-34001,1919-1935,10.5194/tc-14-1919-2020,Harder-2023-Improving
Field observation and mathematical representation of the hydrogeological function of alpine landforms in the Canadian Rockies,"Jesse He, Masaki Hayashi, ","Abstract Groundwater discharge sustains the baseflow of alpine headwater streams, which is critical for water supply and aquatic environments in mountainous regions. Periglacial landforms typical of alpine headwaters (e.g., talus, moraine, rock glacier, alpine meadows) are important aquifers in alpine watersheds. This study examines the hydrological function of an alpine aquifer complex in a small headwater basin in the Canadian Rockies. The aquifer complex consisting of talus, alpine meadow underlain by a bedrock depression, and recessional moraine provided essentially all baseflow of a 6.5 km 2 watershed, even though the upper sub‐watershed containing the aquifer complex occupies only 14% of the watershed. Chemical and isotopic signatures indicated that the recessional moraine serves as a gatekeeper of the upper sub‐watershed, whereby it integrates groundwater components from multiple aquifers and controls the discharge from the outlet springs. Field observation of discharge and the water table in the moraine aquifer showed a nonlinear groundwater storage‐discharge relationship. Numerical groundwater flow models of the upper sub‐watershed showed that the transmissivity feedback resulting from a decrease in hydraulic conductivity with depth was essential for determining the nonlinear storage‐discharge relationship. A simple exponential function was proposed to represent the observed groundwater storage‐discharge relationship, which can be implemented within large‐scale hydrological models to simulate baseflow coming out of alpine headwater regions.",G23-35001,,10.1002/hyp.14881,He-2023-Field
Intersex manifestation in the rainbow darter (Etheostoma caeruleum): Are adult male fish susceptible to developing and recovering from intersex after exposure to endocrine active compounds?,"Keegan A. Hicks, Meghan Fuzzen, Hadi A. Dhiyebi, Leslie M. Bragg, Patricija Marjan, Jessie Cunningham, Mark E. McMaster, Nivetha Srikanthan, Kirsten E. Nikel, Maricor J. Arlos, Mark R. Servos, ","For over a decade, intersex has been observed in rainbow darter (RD) (Etheostoma caeruleum) populations living downstream wastewater treatment plants (WWTPs) in the Grand River, Ontario, Canada. To further our understanding of intersex development in adult male fish, the current study addressed three objectives: i) can intersex be induced in adult male fish, ii) is there a specific window of exposure when adult male fish are more susceptible to developing intersex, and iii) can pre-exposed adult male fish recover from intersex? To assess intersex induction in adult male fish, wild male RD were exposed in the laboratory for 22 weeks (during periods of spawning, gonadal regression, and gonadal recrudescence) to environmentally relevant concentrations of 17α-ethinylestradiol (EE2) including nominal 0, 1, and 10 ng/L. Intersex rates and severity at 10 ng/L EE2 were similar to those observed historically in adult male populations living downstream WWTPs in the Grand River and confirmed previous predictions that 1–10 ng/L EE2 would cause these adverse effects. To assess a window of sensitivity in developing intersex, male RD were exposed to nominal 0, 1 or 10 ng/L EE2 for 4 weeks during three different periods of gonadal development, including (i) spawning, (ii) early recrudescence and (iii) late recrudescence. These short-term exposures revealed that intersex incidence and severity were greater when RD were exposed while gonads were fully developed (during spawning) compared to periods of recrudescence. To assess if RD recover from intersex, wild fish were collected downstream WWTPs in the Grand River and assessed for intersex both before and after a 22-week recovery period in clean water that included gonadal regression and recrudescence. Results showed that fish did not recover from intersex, with intersex rates and severity similar to those both before and after the transition to clean water. This study further advances our knowledge on intersex manifestation in adult male fish including their sensitivity to endocrine active compounds during different periods of their annual reproductive cycle and their limited ability to recover from intersex after onset of the condition.",G23-36001,106636,10.1016/j.aquatox.2023.106636,Hicks-2023-Intersex
Simultaneous Detection of L‐Lactate and D‐Glucose Using DNA Aptamers in Human Blood Serum**,"Po‐Jung Jimmy Huang, Juewen Liu, ","L-lactate is a key metabolite indicative of physiological states, glycolysis pathways, and various diseases such as sepsis, heart attack, lactate acidosis, and cancer. Detection of lactate has been relying on a few enzymes that need additional oxidants. In this work, DNA aptamers for L-lactate were obtained using a library-immobilization selection method and the highest affinity aptamer reached a Kd of 0.43 mM as determined using isothermal titration calorimetry. The aptamers showed up to 50-fold selectivity for L-lactate over D-lactate and had little responses to other closely related analogs such as pyruvate or 3-hydroxybutyrate. A fluorescent biosensor based on the strand displacement method showed a limit of detection of 0.55 mM L-lactate, and the sensor worked in 90 % serum. Simultaneous detection of L-lactate and D-glucose in the same solution was achieved. This work has broadened the scope of aptamers to simple metabolites and provided a useful probe for continuous and multiplexed monitoring.",G23-37001,,10.1002/anie.202212879,Huang-2023-Simultaneous
"Numerical study of coupled water and vapour flow, heat transfer, and solute transport in variably‐saturated deformable soil during freeze‐thaw cycles","Xiang Huang, David L. Rudolph, Xiang Huang, David L. Rudolph, ","Abstract As climate change intensifies, soil water flow, heat transfer, and solute transport in the active, unfrozen zones within permafrost and seasonally frozen ground exhibit progressively more complex interactions that are difficult to elucidate with measurements alone. For example, frozen conditions impede water flow and solute transport in soil, while heat and mass transfer are significantly affected by high thermal inertia generated from water‐ice phase change during the freeze‐thaw cycle. To assist in understanding these subsurface processes, the current study presents a coupled two‐dimensional model, which examines heat conduction‐convection with water‐ice phase change, soil water (liquid water and vapour) and groundwater flow, ad v ective‐dispersive solute transport with sorption, and soil deformation (frost heave and thaw settlement) in variably saturated soils subjected to freeze‐thaw actions. This coupled multiphysics problem is numerically solved using the finite element method. The model's performance is first verified by comparison to a well‐documented freezing test on unsaturated soil in a laboratory environment obtained from the literature. Then based on the proposed model, we quantify the impacts of freeze‐thaw cycles on the distribution of temperature, water content, displacement history, and solute concentration in three distinct soil types, including sand, silt and clay textures. The influence of fluctuations in the air temperature, groundwater level, hydraulic conductivity, and solute transport parameters was also comparatively studied.The results show that (i) there is a significant bidirectional exchange between groundwater in the saturated zone and soil water in the vadose zone during freeze‐thaw periods, and its magnitude increases with the combined influence of higher hydraulic conductivity and higher capillarity; (ii) the rapid dewatering ahead of the freezing front causes local volume shrinkage within the non‐frozen region when the freezing front propagates downward during the freezing stage and this volume shrinkage reduces the impact of frost heave due to ice formation. This gradually recovers when the thawed water replenishes the water loss zone during the thawing stage; and (iii) the profiles of soil moisture, temperature, displacement, and solute concentration during freeze‐thaw cycles are sensitive to the changes in amplitude and freeze‐thaw period of the sinusoidal varying air temperature near the ground surface, hydraulic conductivity of soil texture, and the initial groundwater levels. Our modelling framework and simulation results highlight the need to account for coupled thermal‐hydraulic‐mechanical‐chemical behaviours to better understand soil water and groundwater dynamics during freeze‐thaw cycles and further help explain the observed changes in water cycles and landscape evolution in cold regions. This article is protected by copyright. All rights reserved.",G23-38001,,10.1029/2022wr032146,Huang-2023-Numerical
"A simple, efficient, mass-conservative approach to solving Richards' equation (openRE, v1.0)","A. M. Ireson, Raymond J. Spiteri, Martyn P. Clark, Simon A. Mathias, ","Abstract. A simple numerical solution procedure – namely the method of lines combined with an off-the-shelf ordinary differential equation (ODE) solver – was shown in previous work to provide efficient, mass-conservative solutions to the pressure-head form of Richards' equation. We implement such a solution in our model openRE. We developed a novel method to quantify the boundary fluxes that reduce water balance errors without negative impacts on model runtimes – the solver flux output method (SFOM). We compare this solution with alternatives, including the classic modified Picard iteration method and the Hydrus 1D model. We reproduce a set of benchmark solutions with all models. We find that Celia's solution has the best water balance, but it can incur significant truncation errors in the simulated boundary fluxes, depending on the time steps used. Our solution has comparable runtimes to Hydrus and better water balance performance (though both models have excellent water balance closure for all the problems we considered). Our solution can be implemented in an interpreted language, such as MATLAB or Python, making use of off-the-shelf ODE solvers. We evaluated alternative SciPy ODE solvers that are available in Python and make practical recommendations about the best way to implement them for Richards' equation. There are two advantages of our approach: (i) the code is concise, making it ideal for teaching purposes; and (ii) the method can be easily extended to represent alternative properties (e.g., novel ways to parameterize the K(ψ) relationship) and processes (e.g., it is straightforward to couple heat or solute transport), making it ideal for testing alternative hypotheses.",G23-39001,659-677,10.5194/gmd-16-659-2023,Ireson-2023-A
The influence of postfire recovery and environmental conditions on boreal vegetation,"Alexis Gardiner Jorgensen, Raquel Alfaro‐Sánchez, Steven G. Cumming, Alison L. White, Geneviève É. Degré‐Timmons, Nicola J. Day, M. R. Turetsky, Jill F. Johnstone, Xanthe J. Walker, Jennifer L. Baltzer, ","Abstract Climate change is increasing the frequency and extent of fires in the boreal biome of North America. These changes can alter the recovery of both canopy and understory vegetation. There is uncertainty about plant and lichen recovery patterns following fire, and how they are mediated by environmental conditions. Here, we aim to address these knowledge gaps by studying patterns of postfire vegetation recovery at the community and individual species level over the first 100+ years following fire. Data from vegetation surveys collected from 581 plots in the Northwest Territories, Canada, ranging from 1 to 275 years postfire, were used to assess the influence of time after fire and local environmental conditions on plant community composition and to model trends in the relative abundance of several common plant and lichen species. Time after fire significantly influenced vegetation community composition and interacted with local environmental conditions, particularly soil moisture. Soil moisture individually (in the absence of interactions) was the most commonly significant variable in plant and lichen recovery models. Patterns of postfire recovery varied greatly among species. Our results provide novel information on plant community recovery after fire and highlight the importance of soil moisture to local vegetation patterns. They will aid northern communities and land managers to anticipate the impacts of increased fire activity on both local vegetation and the wildlife that relies on it.",G23-40001,,10.1002/ecs2.4605,Jorgensen-2023-The
Paleolimnological evaluation of metal(loid) enrichment from oil sands and gold mining operations in northwestern Canada,"Mitchell L. Kay, Izabela Jasiak, Wynona H. Klemt, Johan A. Wiklund, Jelle A. Faber, Lauren A. MacDonald, James V. Telford, Cory A. M. Savage, Colin A. Cooke, Brent B. Wolfe, Roland I. Hall, ","Abundant reserves of metals and oil have spurred large-scale mining developments across northwestern Canada during the past 80 years. Historically, the associated emissions footprint of hazardous metal(loid)s has been difficult to identify, in part, because monitoring records are too short and sparse to have characterized their natural concentrations before mining began. Stratigraphic analysis of lake sediment cores has been employed where concerns of pollution exist to determine pre-disturbance metal(loid) concentrations and quantify the degree of enrichment since mining began. Here, we synthesize the current state of knowledge via systematic re-analysis of temporal variation in sediment metal(loid) concentrations from 51 lakes across four key regions spanning 670 km from bitumen mining in the Alberta Oil Sands Region (AOSR) to gold mining (Giant and Con mines) at Yellowknife in central Northwest Territories. Our compilation includes upland and floodplain lakes at varying distances from the mines to evaluate dispersal of pollution-indicator metal(loid)s from bitumen (vanadium and nickel) and gold mining (arsenic and antimony) via atmospheric and fluvial pathways. Results demonstrate ‘severe’ enrichment of vanadium and nickel at near-field sites (≤20 km) within the AOSR and ‘severe’ (near-field; ≤ 40 km) to ‘considerable’ (far-field; 40–80 km) enrichment of arsenic and antimony due to gold mining at Yellowknife via atmospheric pathways, but no evidence of enrichment of vanadium or nickel via atmospheric or fluvial pathways at the Peace-Athabasca Delta and Slave River Delta. Findings can be used by decision makers to evaluate risks associated with contaminant dispersal by the large-scale mining activities. In addition, we reflect upon methodological approaches to be considered when evaluating paleolimnological data for evidence of anthropogenic contributions to metal(loid) deposition and advocate for proactive inclusion of paleolimnology in the early design stage of environmental contaminant monitoring programs.",G23-41001,114439,10.1016/j.envres.2022.114439,Kay-2023-Paleolimnological
Assessing and Mitigating Ice-Jam Flood Hazards and Risks: A European Perspective,"Karl‐Erich Lindenschmidt, Knut Alfredsen, Dirk Carstensen, Adam Choryński, David Gustafsson, Michał Halicki, Bernd Hentschel, Niina Karjalainen, Michael Kögel, Tomasz Kolerski, Marika Kornaś-Dynia, Michał Kubicki, Zbigniew W. Kundzewicz, Cornelia Lauschke, Albert Malinger, Włodzimierz Marszelewski, Fabian Möldner, Barbro Näslund-Landenmark, Tomasz Niedzielski, Antti Parjanne, Bogusław Pawłowski, Iwona Pińskwar, Joanna Remisz, Maik Renner, Michael Roers, Maksymilian Rybacki, Ewelina Szałkiewicz, Michał Szydłowski, Grzegorz Walusiak, Matylda Witek, Mateusz Zagata, Maciej Zdralewicz, ","The assessment and mapping of riverine flood hazards and risks is recognized by many countries as an important tool for characterizing floods and developing flood management plans. Often, however, these management plans give attention primarily to open-water floods, with ice-jam floods being mostly an afterthought once these plans have been drafted. In some Nordic regions, ice-jam floods can be more severe than open-water floods, with floodwater levels of ice-jam floods often exceeding levels of open-water floods for the same return periods. Hence, it is imperative that flooding due to river ice processes be considered in flood management plans. This also pertains to European member states who are required to submit renewed flood management plans every six years to the European governance authorities. On 19 and 20 October 2022, a workshop entitled “Assessing and mitigating ice-jam flood hazard and risk” was hosted in Poznań, Poland to explore the necessity of incorporating ice-jam flood hazard and risk assessments in the European Union’s Flood Directive. The presentations given at the workshop provided a good overview of flood risk assessments in Europe and how they may change due to the climate in the future. Perspectives from Norway, Sweden, Finland, Germany, and Poland were presented. Mitigation measures, particularly the artificial breakage of river ice covers and ice-jam flood forecasting, were shared. Advances in ice processes were also presented at the workshop, including state-of-the-art developments in tracking ice-floe velocities using particle tracking velocimetry, characterizing hanging dam ice, designing new ice-control structures, detecting, and monitoring river ice covers using composite imagery from both radar and optical satellite sensors, and calculating ice-jam flood hazards using a stochastic modelling approach.",G23-42001,76,10.3390/w15010076,Lindenschmidt-2023-Assessing
Extension and refinement of a stochastic modelling approach to assess ice-jam flood hazard,"Karl‐Erich Lindenschmidt, ","Abstract In the spring of 2020, the town of Fort McMurray, which lies on the banks of the Athabasca River, experienced an ice-jam flood event that was the most severe in approximately 60 years. In order to capture the severity of the event, a stochastic modelling approach, previously developed by the author for ice-jam flood forecasting, has been refined for ice-jam flood hazard and risk assessments and ice-jam mitigation feasibility studies, which is the subject of this paper. Scenarios of artificial breakage demonstrate the applicability of the revised modelling framework.",G23-43001,149-164,10.2166/nh.2023.042,Lindenschmidt-2023-Extension
Surface Water Quality Modelling,"Karl‐Erich Lindenschmidt, ","Surface water quality modelling has become an important means of better understanding aquatic and riparian ecosystem processes at all scales, from the micro-scale (e [...]",G23-44001,828,10.3390/w15040828,Lindenschmidt-2023-Surface
What is the future of water quality trading?,"Haiyan Liu, Roy Brouwer, ","A comprehensive review of experiences with water quality trading (WQT) programs worldwide is presented, spanning altogether more than 4 decades. A new WQT database is built, extracting data and information from existing review papers, complemented with gray and published literature about individual trading programs. Key aspects that affect trading volumes and program continuation are identified and categorized. No single success or fail factor emerges from this review, typically a mix of factors play a role. There is potential for WQT to evolve further and serve as a cost-effective pollution control instrument, but this requires nudging political will to regulate nonpoint source.",G23-45001,194-217,10.1111/coep.12583,Liu-2023-What
Large Fractionation in Iron Isotopes Implicates Metabolic Pathways for Iron Cycling in Boreal Shield Lakes,"Kai Liu, Sherry L. Schiff, Lingling Wu, Lewis A. Molot, Jason J. Venkiteswaran, Michael Paterson, Richard J. Elgood, Jackson M. Tsuji, Josh D. Neufeld, Kai Liu, Sherry L. Schiff, Lingling Wu, Lewis A. Molot, Jason J. Venkiteswaran, Michael Paterson, Richard J. Elgood, Jackson M. Tsuji, Josh D. Neufeld, ","Stable Fe isotopes have only recently been measured in freshwater systems, mainly in meromictic lakes. Here we report the δ56Fe of dissolved, particulate, and sediment Fe in two small dimictic boreal shield headwater lakes: manipulated eutrophic Lake 227, with annual cyanobacterial blooms, and unmanipulated oligotrophic Lake 442. Within the lakes, the range in δ56Fe is large (ca. -0.9 to +1.8‰), spanning more than half the entire range of natural Earth surface samples. Two layers in the water column with distinctive δ56Fe of dissolved (dis) and particulate (spm) Fe were observed, despite differences in trophic states. In the epilimnia of both lakes, a large Δ56Fedis-spm fractionation of 0.4-1‰ between dissolved and particulate Fe was only observed during cyanobacterial blooms in Lake 227, possibly regulated by selective biological uptake of isotopically light Fe by cyanobacteria. In the anoxic layers in both lakes, upward flux from sediments dominates the dissolved Fe pool with an apparent Δ56Fedis-spm fractionation of -2.2 to -0.6‰. Large Δ56Fedis-spm and previously published metagenome sequence data suggest active Fe cycling processes in anoxic layers, such as microaerophilic Fe(II) oxidation or photoferrotrophy, could regulate biogeochemical cycling. Large fractionation of stable Fe isotopes in these lakes provides a potential tool to probe Fe cycling and the acquisition of Fe by cyanobacteria, with relevance for understanding biogeochemical cycling of Earth's early ferruginous oceans.",G23-46001,14840-14851,10.1021/acs.est.2c04247,Liu-2023-Large
Multiple anthropogenic stressors influence the taxonomic and functional homogenization of macroinvertebrate communities on the mainstream of an urban-agricultural river in China,"Yue Ma, Zongling Yu, Shiqi Jia, Naicheng Wu, Kai Yin, Yeyao Wang, John P. Giesy, Xiaowei Jin, ","Biodiversity loss is caused by intensive human activities and threatens human well-being. However, less is known about how the combined effects of multiple stressors on the diversity of internal (alpha diversity) and multidimensional (beta diversity) communities. Here, we conducted a long-term experiment to quantify the contribution of environmental stressors (including water quality, land use, climate factors, and hydrological regimes) to macroinvertebrate communities alpha and beta diversity in the mainstream of the Songhua River, the third largest river in China, from 2012 to 2019. Our results demonstrated that the alpha and beta diversity indices showed a decline during the study period, with the dissimilarity in community composition between sites decreasing significantly, especially in the impacted river sections (upper and midstream). Despite overall improvement in water quality after management intervention, multiple human-caused stressors still have led to biotic homogenization of macroinvertebrate communities in terms of both taxonomic and functional diversities in the past decade. Our study revealed the increased human land use explained an important portion of the variation of diversities, further indirectly promoting biotic homogenization by changing the physical and chemical factors of water quality, ultimately altering assemblage ecological processes. Furthermore, the facets of diversity have distinct response mechanisms to stressors, providing complementary information from the perspective of taxonomy and function to better reflect the ecological changes of communities. Environmental filtering determined taxonomic beta diversity, and functional beta diversity was driven by the joint efforts of stressors and spatial processes. Finally, we proposed that traditional water quality monitoring alone cannot fully reveal the status of river ecological environment protection, and more importantly, we should explore the continuous changes in biodiversity over the long term. Meanwhile, our results also highlight timely control of nutrient input and unreasonable expansion of land use can better curb the ecological degradation of rivers and promote the healthy and sustainable development of floodplain ecosystems.",G23-47001,118017,10.1016/j.jenvman.2023.118017,Ma-2023-Multiple
"Perfluoroethylcyclohexane sulphonate, an emerging perfluoroalkyl substance, disrupts mitochondrial membranes and the expression of key molecular targets in vitro","Hannah Mahoney, Jenna Cantin, Yuwei Xie, Markus Brinkmann, John P. Giesy, ","Perfluoroethylcyclohexane sulphonate (PFECHS) is an emerging, replacement perfluoroalkyl substance (PFAS) with little information available on the toxic effects or potencies with which to characterize its potential impacts on aquatic environments. This study aimed to characterize effects of PFECHS using in vitro systems, including rainbow trout liver cells (RTL-W1 cell line) and lymphocytes separated from whole blood. It was determined that exposure to PFECHS caused minor acute toxic effects for most endpoints and that little PFECHS was concentrated into cells with a mean in vitro bioconcentration factor of 81 ± 25 L/kg. However, PFECHS was observed to affect the mitochondrial membrane and key molecular receptors, such as the peroxisome proliferator receptor, cytochrome p450-dependent monooxygenases, and receptors involved in oxidative stress. Also, glutathione-S-transferase was significantly down-regulated at a near environmentally relevant exposure concentration of 400 ng/L. These results are the first to report bioconcentration of PFECHS, as well as its effects on the peroxisome proliferator and glutathione-S-transferase receptors, suggesting that even with little bioconcentration, PFECHS has potential to cause adverse effects.",G23-48001,106453,10.1016/j.aquatox.2023.106453,Mahoney-2023-Perfluoroethylcyclohexane
"Acute Exposure of Zebrafish (<i>Danio rerio</i>) to the Next-Generation Perfluoroalkyl Substance, Perfluoroethylcyclohexanesulfonate, Shows Similar Effects as Legacy Substances","Hannah Mahoney, Jenna Cantin, Josephine Rybchuk, Yuwei Xie, John P. Giesy, Markus Brinkmann, ","Perfluoroethylcyclohexanesulfonate (PFECHS) is an emerging perfluoroalkyl substance (PFAS) that has been considered a potential replacement for perfluorooctanesulfonic acid (PFOS). However, there is little information characterizing the toxic potency of PFECHS to zebrafish embryos and its potential for effects in aquatic environments. This study assessed toxic potency of PFECHS in vivo during both acute (96-hour postfertilization) and chronic (21-day posthatch) exposures and tested concentrations of PFECHS from 500 ng/L to 2 mg/L. PFECHS was less likely to cause mortalities than PFOS for both the acute and chronic experiments based on previously published values for PFOS exposure, but exposure resulted in a similar incidence of deformities. Exposure to PFECHS also resulted in significantly increased abundance of transcripts of peroxisome proliferator activated receptor alpha (pparα), cytochrome p450 1a1 (cyp1a1), and apolipoprotein IV (apoaIV) at concentrations nearing those of environmental relevance. Overall, these results provide further insight into the safety of an emerging PFAS alternative in the aquatic environment and raise awareness that previously considered ""safer"" alternatives may show similar effects as legacy PFASs.",G23-49001,4199-4207,10.1021/acs.est.2c08463,Mahoney-2023-Acute
Changes in freezing rain occurrence over eastern Canada using convection-permitting climate simulations,"Sébastien Marinier, Julie M. Thériault, Kyoko Ikeda, Sébastien Marinier, Julie M. Thériault, Kyoko Ikeda, ","Freezing precipitation has major consequences for ground and air transportation, the health of citizens, and power networks. Previous studies using coarse resolution climate models have shown a northward migration of freezing rain in the future. Increased model resolution can better define local topography leading to improved representation of conditions that are favorable for freezing rain. The goal of this study is to examine the climatology and characteristics of future freezing rain events using very-high resolution climate simulations. Historical and pseudo-global warming simulations with a 4-km horizontal grid length were used and compared with available observations. Simulations revealed a northerly shift of freezing rain occurrence, and an increase in the winter. Freezing rain was still shown to occur in the Saint-Lawrence River Valley in a warmer climate, primarily due to stronger wind channeling. Up to 50% of the future freezing rain events also occurred in present day climate within 12 h of each other. In northern Maine, they are typically shorter than 6 h in current climate and longer than 6 h in warmer conditions due to the onset of precipitation during low-pressure systems occurrences. The occurrence of freezing rain also locally increases slightly north of Québec City in a warmer climate because of freezing rain that is produced by warm rain processes. Overall, the study shows that high-resolution regional climate simulations are needed to study freezing rain events in warmer climate conditions, because high horizontal resolutions better define small-scale topographic features and local physical mechanisms that have an influence on these events.",G23-50001,1369-1384,10.1007/s00382-022-06370-6,Marinier-2023-Changes
Non-asymptotic Weibull tails explain the statistics of extreme daily precipitation,"Francesco Marra, William A. Amponsah, S. Papalexiou, ","The exceedance probability of extreme daily precipitation is usually quantified assuming asymptotic behaviours. Non-asymptotic statistics, however, would allow us to describe extremes with reduced uncertainty and to establish relations between physical processes and emerging extremes. These approaches are still mistrusted by part of the community as they rely on assumptions on the tail behaviour of the daily precipitation distribution. This paper addresses this gap. We use global quality-controlled long rain gauge records to show that daily precipitation annual maxima are samples likely emerging from Weibull tails in most of the stations worldwide. These non-asymptotic tails can explain the statistics of observed extremes better than asymptotic approximations from extreme value theory. We call for a renewed consideration of non-asymptotic statistics for the description of extremes.",G23-51001,104388,10.1016/j.advwatres.2023.104388,Marra-2023-Non-asymptotic
"Validation of FABDEM, a global bare-earth elevation model, against UAV-lidar derived elevation in a complex forested mountain catchment","Christopher B. Marsh, Phillip Harder, John W. Pomeroy, ","Abstract Space-based, global-extent digital elevation models (DEMs) are key inputs to many Earth sciences applications. However, many of these applications require the use of a ‘bare-Earth’ DEM versus a digital surface model (DSM), the latter of which may include systematic positive biases due to tree canopies in forested areas. Critical topographic features may be obscured by these biases. Vegetation-free datasets have been created by using statistical relationships and machine learning to train on local-scale datasets (e.g., lidar) to de-bias the global-extent datasets. Recent advances in satellite platforms coupled with increased availability of computational resources and lidar reference products has allowed for a new generation of vegetation- and urban-canopy removals. One of these is the Forest And Buildings removed Copernicus DEM (FABDEM), based on the most recent and most accurate global DSM Copernicus-30. Among the more challenging landscapes to quantify surface elevations are densely forested mountain catchments, where even airborne lidar applications struggle to capture surface returns. The increasing affordability and availability of UAV-based lidar platforms have resulted in new capacity to fly modest spatial extents with unrivalled point densities. These data allow an unprecedented ability to validate global sub-canopy DEMs against representative UAV-based lidar data. In this work, the FABDEM is validated against up-scaled lidar data in a steep and forested mountain catchment considering elevation, slope, and Terrain Position Index (TPI) metrics. Comparisons of FABDEM with SRTM, MERIT, and the Copernicus-30 dataset are made. It was found that the FABDEM had a 24% reduction in elevation RMSE and a 135% reduction in bias compared to the Copernicus-30 dataset. Overall, the FABDEM provides a clear improvement over existing deforested DEM products in complex mountain topography such as the MERIT DEM. This study supports the use of FABDEM in forested mountain catchments as the current best-in-class data product.",G23-52001,031009,10.1088/2515-7620/acc56d,Marsh-2023-Validation
